background_input/bI_definition/backgrndI_strengths,E3b,PV3b,SST3b,VIP3b,thalE,thalI,stability,bifurcation
-0.10872151074,1.3330210963739988,26.154480132074,-2.1657584635359997,-6.629476995706,0.0,0.0,True,RG
-0.10949285986,1.3329874550379979,26.154289238238004,-2.165796798942001,-6.629576530942,0.0,0.0,True,RG
-0.11026420765,1.3329538140960022,26.154098340196,-2.1658351346240003,-6.629676066084,0.0,0.0,True,RG
-0.11103555414,1.3329201696500008,26.15390743815,-2.1658734715799985,-6.62977560143,0.0,0.0,True,RG
-0.1118068993,1.3328865255979991,26.153716530798,-2.165911808812,-6.629875136682,0.0,0.0,True,RG
-0.11257824315,1.3328528801409996,26.153525620341004,-2.165950146229001,-6.629974672038999,0.0,0.0,True,RG
-0.11334958568,1.3328192330790014,26.153334704779,-2.165988484920999,-6.630074207500999,0.0,0.0,True,RG
-0.1141209269,1.3327855855119994,26.153143785212002,-2.166026824988,-6.630173742868,0.0,0.0,True,RG
-0.1148922668,1.3327519362399975,26.152952860439996,-2.16606516413,-6.63027327834,0.0,0.0,True,RG
-0.11566360538,1.3327182856630009,26.152761932462997,-2.1661035046470007,-6.630372813917,0.0,0.0,True,RG
-0.11643494265,1.332684634381002,26.152571000381002,-2.1661418463490008,-6.6304723492990005,0.0,0.0,True,RG
-0.1172062786,1.332650980694,26.152380063093997,-2.1661801883259986,-6.630571885086,0.0,0.0,True,RG
-0.11797761323,1.3326173274020006,26.152189121801996,-2.166218530578,-6.6306714205779995,0.0,0.0,True,RG
-0.11874894655,1.332583671604998,26.151998176304996,-2.166256874104999,-6.6307709560750006,0.0,0.0,True,RG
-0.11952027855,1.3325500143029987,26.151807226603,-2.1662952179170003,-6.630870491877001,0.0,0.0,True,RG
-0.12029160923,1.3325163573969994,26.151616271796996,-2.1663335630030005,-6.630970027582999,0.0,0.0,True,RG
-0.1210629386,1.3324826978849997,26.151425313985,-2.1663719081549995,-6.631069563495,0.0,0.0,True,RG
-0.12183426664,1.332449037969,26.151234350868997,-2.166410253801001,-6.631169099211,0.0,0.0,True,RG
-0.12260559337,1.3324153765480002,26.151043383747997,-2.1664486006119996,-6.631268635032001,0.0,0.0,True,RG
-0.12337691879,1.3323817144220003,26.150852412421997,-2.1664869486079996,-6.631368170958,0.0,0.0,True,RG
-0.12414824288,1.332348049892,26.150661436891998,-2.166525295868001,-6.631467706788,0.0,0.0,True,RG
-0.12491956566,1.332314384757,26.150470457357006,-2.1665636444129994,-6.631567242823001,0.0,0.0,True,RG
-0.12569088712,1.3322807181169996,26.150279472616997,-2.166601994343,-6.631666778763001,0.0,0.0,True,RG
-0.12646220726,1.332247050972999,26.150088483873006,-2.166640344437001,-6.631766314807,0.0,0.0,True,RG
-0.12723352608,1.3322133813240016,26.149897490824,-2.166678694816,-6.631865850956,0.0,0.0,True,RG
-0.12800484359,1.3321797120700014,26.14970649357,-2.166717046369999,-6.63196538701,0.0,0.0,True,RG
-0.12877615977,1.3321460403120002,26.149515492411997,-2.166755398198,-6.6320649231680004,0.0,0.0,True,RG
-0.12954747464,1.3321123679500007,26.149324485949997,-2.1667937513999993,-6.632164459329999,0.0,0.0,True,RG
-0.13031878819,1.3320786951829997,26.149133476382996,-2.1668321047870007,-6.632263995597,0.0,0.0,True,RG
-0.13109010042,1.3320450188110016,26.148942461711,-2.166870458438998,-6.632363531769,0.0,0.0,True,RG
-0.13186141134,1.3320113428350002,26.148751442835003,-2.1669088132749996,-6.632463068145,0.0,0.0,True,RG
-0.13263272093,1.3319776664540004,26.148560419954002,-2.1669471693859994,-6.632562604525999,0.0,0.0,True,RG
-0.13340402921,1.3319439874699985,26.148369392869995,-2.166985524779999,-6.63266214081,0.0,0.0,True,RG
-0.13417533616,1.3319103079800003,26.148178360579998,-2.167023881440001,-6.6327616771999995,0.0,0.0,True,RG
-0.1349466418,1.331876626887,26.147987325286994,-2.1670622393830006,-6.632861213592999,0.0,0.0,True,RG
-0.13571794612,1.3318429442890014,26.147796284689004,-2.1671005976010007,-6.632960750191001,0.0,0.0,True,RG
-0.13648924912,1.3318092602870009,26.147605240086996,-2.1671389559930008,-6.633060286793001,0.0,0.0,True,RG
-0.1372605508,1.331775575581002,26.147414191281,-2.167177315669001,-6.633159823198999,0.0,0.0,True,RG
-0.13803185117,1.3317418903699976,26.14722313736999,-2.167215675609999,-6.63325935981,0.0,0.0,True,RG
-0.13880315021,1.331708203755002,26.147032080354997,-2.1672540367349997,-6.633358896424999,0.0,0.0,True,RG
-0.13957444793,1.3316745145360005,26.146841018136,-2.167292398234,-6.633458433144001,0.0,0.0,True,RG
-0.14034574434,1.331640824713001,26.146649951912995,-2.1673307600170006,-6.633557969867,0.0,0.0,True,RG
-0.14111703942,1.3316071333859996,26.146458881486005,-2.167369122963999,-6.633657506694001,0.0,0.0,True,RG
-0.14188833318,1.331573442555,26.146267806854993,-2.1674074861949997,-6.633757043525,0.0,0.0,True,RG
-0.14265962563,1.3315397491189982,26.146076727118995,-2.1674458507010006,-6.633856580161001,0.0,0.0,True,RG
-0.14343091675,1.3315060541800001,26.145885644179998,-2.1674842153800014,-6.6339561172,0.0,0.0,True,RG
-0.14420220656,1.3314723587369999,26.145694556237,-2.1675225814330004,-6.634055654143001,0.0,0.0,True,RG
-0.14497349504,1.331438660689001,26.145503464289,-2.1675609477709994,-6.634155190991001,0.0,0.0,True,RG
-0.14574478221,1.3314049632379992,26.145312367838,-2.1675993141819987,-6.634254727941999,0.0,0.0,True,RG
-0.14651606805,1.3313712641830018,26.145121267583,-2.1676376819670002,-6.634354264997,0.0,0.0,True,RG
-0.14728735257,1.3313375636229994,26.144930161922996,-2.1676760500270014,-6.634453801957,0.0,0.0,True,RG
-0.14805863578,1.3313038614600006,26.14473905336,-2.167714419260001,-6.63455333912,0.0,0.0,True,RG
-0.14882991766,1.3312701587929974,26.144547939493,-2.1677527888769985,-6.634652876187,0.0,0.0,True,RG
-0.14960119822,1.3312364536230001,26.144356821623003,-2.1677911585669998,-6.634752413456999,0.0,0.0,True,RG
-0.15037247746,1.3312027479480002,26.144165698547997,-2.1678295297319994,-6.634851950832,0.0,0.0,True,RG
-0.15114375538,1.3311690416700004,26.143974572270004,-2.16786790197,-6.63495148801,0.0,0.0,True,RG
-0.15191503198,1.331135333888001,26.143783441887997,-2.167906273581999,-6.635051025191999,0.0,0.0,True,RG
-0.15268630726,1.3311016246020009,26.143592306502,-2.1679446463779994,-6.635150562578,0.0,0.0,True,RG
-0.15345758122,1.331067913713001,26.143401166813003,-2.167983020447001,-6.635250099967001,0.0,0.0,True,RG
-0.15422885386,1.3310342023200008,26.143210023119998,-2.16802139489,-6.635349637259998,0.0,0.0,True,RG
-0.15500012517,1.331000489323,26.143018874122998,-2.1680597694070003,-6.635449174757,0.0,0.0,True,RG
-0.15577139517,1.3309667759229995,26.142827722223,-2.1680981453070003,-6.635548712257,0.0,0.0,True,RG
-0.15654266384,1.3309330610189993,26.142636565018996,-2.168136521371,-6.635648249861,0.0,0.0,True,RG
-0.15731393119,1.3308993434119982,26.142445404712,-2.168174898717999,-6.6357477872679995,0.0,0.0,True,RG
-0.15808519722,1.3308656253010007,26.142254239400998,-2.1682132763390003,-6.635847324978999,0.0,0.0,True,RG
-0.15885646193,1.3308319066869998,26.142063068686994,-2.168251655142999,-6.635946862492999,0.0,0.0,True,RG
-0.15962772532,1.3307981866689984,26.141871894969,-2.1682900343109996,-6.636046400211001,0.0,0.0,True,RG
-0.16039898738,1.330764464947001,26.141680716247002,-2.168328413763,-6.636145938033,0.0,0.0,True,RG
